,id,rank,loc,legalStatus,currentStatus,type,title,applicant,applicationDate,mainIpc,applicationNumber,documentNumber,documentDate,inventor,applicantType,ipc,cpc,imagePath,summary
327,CN306522245S,0,15-05,有效专利,授权,外观设计,挂烫机(GTJ-C18T1),小熊电器股份有限公司,2021-04-14,,CN202130211221.4,CN306522245S,2021-05-07,李一峰,企业,,,/CN/2021/3/42/images/202130211221.jpg,"1.本外观设计产品的名称：挂烫机(GTJ‑C18T1)。
2.本外观设计产品的用途：用于衣服熨烫。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
328,CN306522244S,0,15-05,有效专利,授权,外观设计,挂烫机(GTJ-B15V1),小熊电器股份有限公司,2021-04-14,,CN202130210858.1,CN306522244S,2021-05-07,李一峰,企业,,,/CN/2021/3/42/images/202130210858.jpg,"1.本外观设计产品的名称：挂烫机(GTJ‑B15V1)。
2.本外观设计产品的用途：用于衣服熨烫。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
329,CN306522243S,0,15-05,有效专利,授权,外观设计,挂烫机(煲烫板GTJ-B15V1),小熊电器股份有限公司,2021-04-14,,CN202130210857.7,CN306522243S,2021-05-07,李一峰,企业,,,/CN/2021/3/42/images/202130210857.jpg,"1.本外观设计产品的名称：挂烫机(煲烫板GTJ‑B15V1)。
2.本外观设计产品的用途：用于衣服熨烫。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
330,CN306522242S,0,15-05,有效专利,授权,外观设计,挂烫机(煲烫板GTJ-C18T1),小熊电器股份有限公司,2021-04-14,,CN202130210845.4,CN306522242S,2021-05-07,李一峰,企业,,,/CN/2021/3/42/images/202130210845.jpg,"1.本外观设计产品的名称：挂烫机(煲烫板GTJ‑C18T1)。
2.本外观设计产品的用途：用于衣服熨烫。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
331,CN306518933S,0,07-02,有效专利,授权,外观设计,电炖锅(DDG-D50N1),小熊电器股份有限公司,2021-04-14,,CN202130211251.5,CN306518933S,2021-05-07,李一峰,企业,,,/CN/2021/3/42/images/202130211251.jpg,"1.本外观设计产品的名称：电炖锅(DDG‑D50N1)。
2.本外观设计产品的用途：用于加热或烹煮食物的锅具。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
332,CN306518932S,0,07-02,有效专利,授权,外观设计,压力煲(YLB-B50D1),小熊电器股份有限公司,2021-04-14,,CN202130210941.9,CN306518932S,2021-05-07,李一峰,企业,,,/CN/2021/3/42/images/202130210941.jpg,"1.本外观设计产品的名称：压力煲(YLB‑B50D1)。
2.本外观设计产品的用途：用于加热、烹煮食物的锅具。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
333,CN306518931S,0,07-02,有效专利,授权,外观设计,电热锅(DRG-E12J1),小熊电器股份有限公司,2021-04-14,,CN202130210862.8,CN306518931S,2021-05-07,李一峰,企业,,,/CN/2021/3/42/images/202130210862.jpg,"1.本外观设计产品的名称：电热锅(DRG‑E12J1)。
2.本外观设计产品的用途：用于加热或烹煮食物的锅具。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
334,CN113054625A,0,,公开,公开,发明公开,矿用本安型摄像仪雨刷电机过压过流保护电路,常州市佐安电器有限公司,2021-04-13,H02H7/085,CN202110394001.9,CN113054625A,2021-06-29,王良松; 查叶波,企业,H02H7/085; H02H7/09,,/CN/2021/1/78/images/202110394001.jpg,本发明涉及矿用本安技术领域，尤其涉及矿用本安型摄像仪雨刷电机过压过流保护电路，包括：电压基准电路和过压过流保护电路，所述电压基准电路的输入电压端VIN、参考电压端VREF1、比较电压端SIN1分别与所述过压过流保护电路的对应电压端连接；所述电压基准电路为所述过压过流保护电路提供稳定的参考电压VREF1值和比较电压值SIN1，通过比较参考电压值和比较电压值的大小，实现过压过流保护。本发明满足本质安全电路的参数要求，将本安电机所需的输入电压和电流控制在安全范围内，使本安型雨刷驱动电机正常工作，并带动雨刷正常工作。
335,CN113054581A,0,,公开,公开,发明公开,一种mls低压抽出式开关柜,浙江兆山电器有限公司,2021-04-13,H02B11/173,CN202110392735.3,CN113054581A,2021-06-29,边沛; 陈珊莹,企业,H02B11/173; H02B1/56; H02B1/36; H02B13/025; H02B11/26; H02B1/52; E05B65/46,,/CN/2021/1/78/images/202110392735.jpg,本发明属于开关柜技术领域，尤其涉及一种mls低压抽出式开关柜，它包括柜体、抽屉单元、断路器、熔断器、电流互感器、电流表、指示灯，本发明通过直接扳动第一开关把手就可控制对第一连接件和第二连接件夹紧与否和上锁状态，相比于传统的螺杆控制，本发明上锁解锁过程操作方便且快捷，而且增加第一连接件与第二连接件夹紧与否的控制，便于抽屉的拉出。本发明在抽屉单元内发生故障，有高温或高压气体生成时，支架相对U型柜板移出后，抽屉单元内的气体可顺利排出，防止发生爆炸。在发生爆炸过程中，第一连接件和第二连接件不会产生过大的阻力。
336,CN113042215A,0,,公开,公开,发明公开,电极组件、放电单元、净化装置及空气净化器,珠海格力电器股份有限公司,2021-04-13,B03C3/47,CN202110394109.8,CN113042215A,2021-06-29,董双幸; 曾焕雄; 王墅; 赵勇; 肖德玲; 贾林虎,企业,B03C3/47; B03C3/86; B03C3/70; A61L9/22; F24F8/30; F24F8/192,,/CN/2021/1/78/images/202110394109.jpg,本发明涉及空气净化器技术领域，具体涉及一种电极组件、放电单元、净化装置及空气净化器。所述电极组件包括第一电极、绝缘介质层和第二电极，第一电极构造为板状结构，并弯折出至少一个容纳空间，所述容纳空间上设有开口；绝缘介质层包裹在所述第一电极的表面；第二电极设置在所述容纳空间内，并贴附在所述容纳空间的内壁上。本发明提供的电极组件，放电产生的等离子体更集中，杀菌净化效率更高。
337,CN113028641A,0,,公开,公开,发明公开,热水装置,珠海格力电器股份有限公司,2021-04-13,F24H1/20,CN202110394429.3,CN113028641A,2021-06-25,崔璨; 王洪艳; 蔡晓龙; 花蕊; 王丽媛; 凌威,企业,F24H1/20; F24H9/02; F24H9/18; F24H9/20,,/CN/2021/1/78/images/202110394429.jpg,本发明涉及一种热水装置，热水装置包括至少两个内胆组件及至少两个切换开关，每个内胆组件包括内胆、加热件及出水管，内胆具有内胆腔，加热件配接于内胆腔，出水管配接于内胆，且具有连通于内胆腔与外部之间的出水通道，每个切换开关受控启闭每条出水通道，其中，每个内胆组件具有加热件关闭且切换开关开启的出水状态、及加热件启动且切换开关关闭的加热状态，所有的内胆组件中至少一个处于出水状态时，其余内胆组件中的至少一个处于加热状态。本发明提供的热水装置能够在防触电的同时还能大量供应热水。
338,CN113028624A,0,,公开,公开,发明公开,轨道结构、出风装置以及空调器,珠海格力电器股份有限公司,2021-04-13,F24F13/14,CN202110397011.8,CN113028624A,2021-06-25,陈红光; 潘龙腾; 张瀚中; 韩冲; 王宏望; 何振健,企业,F24F13/14; F24F1/0014,,/CN/2021/1/79/images/202110397011.jpg,本发明提供了一种轨道结构、出风装置以及空调器，空调器的涡舌沿轨道结构运动，轨道结构包括：第一轨道段，第一轨道段为圆弧形，第一轨道段在竖直面内的投影的中心线为第一中心线，第一中心线所在的圆为预定圆；第二轨道段，第二轨道段与第一轨道段连接，第二轨道段在竖直面内的投影的中心线为第二中心线，第二中心线相对于第一中心线朝向靠近用于与涡舌相啮合的驱动齿轮凸出，解决了现有技术中的出风结构的涡舌的旋转平稳性较差的问题。
339,CN112993841A,0,,公开,公开,发明公开,一种低压抽出式开关柜,浙江兆山电器有限公司,2021-04-13,H02B11/173,CN202110392740.4,CN112993841A,2021-06-18,边沛; 陈珊莹,企业,H02B11/173; H02B11/133; H02B1/56; H02B1/36; H02B11/02; H02B1/32,,/CN/2021/1/78/images/202110392740.jpg,本发明属于开关柜技术领域，尤其涉及一种低压抽出式开关柜，它包括柜体、抽屉单元、断路器、熔断器、电流互感器、电流表、指示灯，本发明在正常状态第一连接件和第二连接件配合时，通过限位机构对支架起到限制滑动作用，即对第一连接件和第二连接件的连接起到保护作用，防止第一连接件和第二连接件脱开；在发生发生故障，有高温或高压气体生成时，限位机构解除对支架的限位，即解除对第二连接件的限位，第二连接件可相对第一连接件脱开；同时这种状态下，限位机构对支架被顶出一段行程后起到限位作用，防止支架被突然顶出伤到工作人员和破坏周围器件。
340,CN112993769A,0,,公开,公开,发明公开,一种用于电力配电柜的线缆快速安装检测装置,叶剑海,2021-04-13,H02B1/20,CN202110392493.8,CN112993769A,2021-06-18,叶剑海,其他,H02B1/20; H02B1/04; G01R19/00; G01R31/08,,/CN/2021/1/78/images/202110392493.jpg,本发明公开了一种用于电力配电柜的线缆快速安装检测装置，包括格栅式框架，所述格栅式框架上设有电器元件安装板装置，所述电器元件安装板装置上设有拼接式线缆安装检测模组装置，所述格栅式框架上安装有进出线缆检测模组装置。本发明通过绝缘直角形固定座、绝缘进线固定座和绝缘出线固定座的使用，可以减少工作人员的操作、节省安装时间，又方便电器元件的安装和拆卸，同时通过插拔双插头线缆，避免触电情况的发生，通过线缆电压检测装置，可以直接通过按压测量按钮进行检测配电柜内各个线路处的电压，有效的提高工作人员的检查效率，同时降流电阻的使用，可以降低工作人员按压测量按钮时通过人体内的电流，保护工作人员的健康。
341,CN112977595A,0,,公开,公开,发明公开,一种基于线控底盘的操纵杆机构及操纵杆控制系统,吉林大学; 江苏超力电器有限公司,2021-04-13,B62D1/12,CN202110391308.3,CN112977595A,2021-06-18,郑宏宇; 张建成; 郭中阳; 宗长富; 宋娟娟; 王剑波; 吴竟启; 束琦,学校,B62D1/12; B60K20/02; B60T7/10; B60Q1/34; B60G17/015,,/CN/2021/1/78/images/202110391308.jpg,本发明设计了一种基于线控底盘的操纵杆机构及操纵杆控制系统，属于线控汽车领域。该操纵杆机构通过永磁体和可变阻尼液的配合使用，实现了车辆自动回正功能，提高了车辆抗路面干扰的能力；通过操控不同的按钮，可实现车辆挡位的切换；转动操纵杆上的棘轮可实现对悬架的调节，提高汽车的通过性和舒适性。该操纵杆控制系统包括两个本发明设计的操纵杆机构、不同的控制模式和一套容错机制，通过两操纵杆的配合使用，可使车辆按任意方向斜向行驶及绕其几何中心旋转，提高车辆的机动性；通过不同模式的选择，可使本发明设计的操纵杆适用于不同的底盘架构和不同类型的驾驶员，提高了操纵杆的适用性；通过容错机制的设计，提高了车辆的驾驶安全性。
342,CN112968409A,0,,公开,公开,发明公开,电器安装用导管及其安装方法,晋江市伟业城金属制品有限公司,2021-04-13,H02G3/34,CN202110392478.3,CN112968409A,2021-06-15,张建辉,企业,H02G3/34; H02G3/06; A62C3/16,,/CN/2021/1/78/images/202110392478.jpg,本发明涉及金属管件领域，具体涉及一种电器安装用导管及其安装方法，其特征在于：包括外管、内管、接头和喷头，外管和内管与接头通过螺纹连接，接头包括外圈、内圈和支撑部，外圈上固设有螺纹连接部，所述喷头包括螺头、端盖、堵头、洒水转头、固定圈和热感应玻璃柱。本发明提供的电器安装用导管具有如下有益效果：内管用于穿设导电线和通信线，内外双层金属管和内外管之间的水使得电器安装用导管具有良好的抗干扰能力，信号传输稳定；金属管和水能够对导电线和通信线起到高温保护的作用，确保重要性很高的设备能够在高温的环境下获得稳定的电力供应；接头处的喷头在高温下启动喷水，电器安装用导管兼具消防管的作用。
343,CN112963960A,0,,公开,公开,发明公开,一种热水浴帐篷,宣建民,2021-04-13,F24H1/06,CN202110396983.5,CN112963960A,2021-06-15,宣建民,其他,F24H1/06; F24H1/00; F24H1/18; F24H9/00; F24H9/18; C02F9/10; E04H15/24,,/CN/2021/1/79/images/202110396983.jpg,本发明涉及一种热水浴帐篷，它包括：潜水泵、隔膜泵、RO反渗透膜、加热器和易装管，其中，帐篷内布置有净水加热沐浴器，净水加热沐浴器是依次由潜水泵、净水器、隔膜泵、RO反渗透膜、电热器、易装管形成的冷热水管和沐浴器连接而成，相关电器、开关通过电阻和导线与电路板相连接，电路板通过排线与显示屏相连接；RO反渗透膜后可连接外部的布置于排气管的集热器与沐浴器相连接；帐篷内安装有简易坐便器。其优点是：通过优化设计，利用多层净水设备和反渗透膜，可以净化包括污水在内的所有外界水源，变成可饮用水；利用电池或者集热器，可解决水加热问题；整体可以在野营、旅游时得到轻便、快捷的热水浴服务。
344,CN112959910A,0,,公开,公开,发明公开,一种基于隔离风道式热交换的大功率充电系统,上海ABB联桩新能源技术有限公司; 浙江联桩新能源科技有限公司,2021-04-13,B60L53/31,CN202110396304.4,CN112959910A,2021-06-15,胡超; 张露; 刘涛; 杭飞; 尹龙; 叶艮,企业,B60L53/31; B60L53/66; B60L53/302,,/CN/2021/1/79/images/202110396304.jpg,本申请提供的一种基于隔离风道式热交换的大功率充电系统，包括：供配电系统，提供动力电源；功率变换系统，负责功率变换和功率动态分配；一或多个人机交互终端，面向用户提供充电信息交互、充电操作、及枪线管理；热交换控制单元，对基于隔离风道式的热交换系统内的热交换进行信息采集、控制和监视；热交换系统同时支持风冷和液冷。本申请具有其相对灵活的硬件系统架构，可快速适配不同功率分配策略，其以太网+CAN网的双链路的通信架构，将业务数据和运维数据物理上分离，在智能运维、远程升级、大数据分析等方面具有较好的应用前景；同时其隔离风道式冷却系统在保证系统可靠散热的同时，还具有风道内外隔离、耐候性强、散热效率高、噪音低等特点。
345,CN112949094A,0,,公开,公开,发明公开,航空电子产品电磁性能裕量分析与确信可靠性评估方法,北京航空航天大学,2021-04-13,G06F30/20,CN202110394974.2,CN112949094A,2021-06-11,陈颖; 王艳芳; 初巧慧; 康锐,学校,G06F30/20; G06F111/04; G06F111/08; G06F119/02; G06F119/14,,/CN/2021/1/78/images/202110394974.jpg,本发明提供了一种航空电子产品电磁性能裕量分析与确信可靠性评估方法，该方法包括：系统分析，明确航空电子产品功能结构、系统逻辑关系以及关键部件和航空电子产品周围电磁环境，获得航空电子受到的电磁环境应力；确定航空电子产品关键性能参数及其阈值；确定航空电子产品的薄弱环节因素；通过量化内外因参数对关键性能参数的影响，建立考虑内外因参数不确定性的性能裕量模型；进行确信可靠性评估，计算确信可靠度。本发明从电磁性能参数角度出发，确定航空电子产品电磁环境下的薄弱环节因素，为航空电子产品的设计改进提供指导，考虑了失效过程对电磁性能参数的影响，并通过内外因参数不确定性来量化系统不确定性，完成系统的确信可靠性评价。
346,CN112943722A,0,,公开,公开,发明公开,一种基于液压马达的多向叉车液压系统,合肥搬易通科技发展有限公司,2021-04-13,F15B11/16,CN202110394929.7,CN112943722A,2021-06-11,田松杰; 宗晓兵; 薛进,企业,F15B11/16; B66F9/075; B62D5/14,,/CN/2021/1/78/images/202110394929.jpg,本发明公开了一种基于液压马达的多向叉车液压系统，包括驱动轮，其居中的设置在车身后部，所述驱动轮通过第一传动装置与驱动轮转向马达连接，左承载轮，其设置在车身左支腿上，所述左承载轮通过第二传动装置与左承载轮转向马达连接，右承载轮，其设置在车身右支腿上，所述右承载轮通过第三传动装置与右承载轮转向马达连接。本发明通过将各个行驶轮连接液压马达，避免了直接使用油缸驱动，极大的降低安装空间；同时整车液压系统中电磁阀和电磁比例阀组合使用，使整车液压系统转向响应快，动作迅速和综合成本低；另外液压马达抗过载能力强，降低了整车的故障率，维护也较为方便。
347,CN112932048A,0,,公开,公开,发明公开,卷发器,美平电器制品(深圳)有限公司,2021-04-13,A45D2/04,CN202110396027.7,CN112932048A,2021-06-11,陈晏枝,企业,A45D2/04; A45D2/36,,/CN/2021/1/79/images/202110396027.jpg,本发明公开了一种卷发器，包括第一夹发机构、第二夹发机构及驱动组件，所述第一夹发机构具有绕自身轴线可转动的第一夹发件；第二夹发机构可枢转地与所述第一夹发机构相连，且所述第二夹发机构具有绕自身轴线可转动的第二夹发件，所述第二夹发件相对所述第一夹发件可枢转至张开状态或合拢状态；所述驱动组件分别与所述第一夹发件和所述第二夹发件传动连接，当所述第一夹发件与所述第二夹发件枢转至合拢状态时，所述驱动组件能驱动所述第一夹发件和所述第二夹发件共同转动。本发明避免了在打开过程中因误操作产生转动，使得卷烫过程中操作更方便，提升了使用的安全性和可靠性。
348,CN112915392A,0,,公开,公开,发明公开,一种电、磁刺激仪及其使用方法,天津市儿童医院,2021-04-13,A61N2/04,CN202110392565.9,CN112915392A,2021-06-08,徐刚; 张茜; 赵澎; 张春玲; 张保刚,企业,A61N2/04,,/CN/2021/1/78/images/202110392565.jpg,本发明涉及一种改善尿潴留的电、磁刺激仪，包括主控模块、交互模块、电刺激电路、磁刺激电路、电极片以及磁极片，主控模块的输出端分别连接电刺激电路以及磁刺激电路的输入端，电刺激电路的输出端通过导线连接多个电极片，磁刺激电路的输出端连接多个磁极片；主控模块还连接有有交互模块；在主控芯片与功率放大器之间并联有一过流保护电路。本发明结合电刺激与磁刺激的优点，提供一种联合联合电、磁刺激的治疗仪，使用电刺激作用于膀胱以及盆底肌的肌肉功能，通过磁刺激对脊髓功能进行调控，使脊髓、膀胱和盆底肌相互协调，共同完成排尿功能，与正常人体排尿的调节相同，使排尿障碍得到改善，逐步改善膀胱功能，治疗尿潴留和尿失禁。
349,CN112910099A,0,,实质审查,实质审查,发明公开,一种用于配电网弹操机构智能开关的运维装置,浙江华电器材检测研究院有限公司; 嘉兴恒创电力集团有限公司华创信息科技分公司,2021-04-13,H02J13/00,CN202110395949.6,CN112910099A,2021-06-04,李志; 胡景博; 余绍峰; 林建卿; 吴钢; 刘卫东; 苏毅方; 王凯; 李海弘; 赵深; 王征; 唐锦江,企业,H02J13/00; H02H7/26,,/CN/2021/1/79/images/202110395949.jpg,本申请公开了一种用于配电网弹操机构智能开关的运维装置，提供了分别对应被测智能开关的一次断路器和二次馈线终端的一次信号输出电路和二次信号输出电路此二者共用一个程控源，由工控机通过控制信号切换器实现程控源的输出通道，在连接了被测智能开关的一次断路器和/或二次馈线终端后，可以给其提供相应的测试信号，实现了对被测智能开关的集约化、便携式的运维。
350,CN112886366A,0,,实质审查,实质审查,发明公开,一种漏电紧急保护装置,广州科通达信息科技有限公司,2021-04-13,H01R43/26,CN202110397265.X,CN112886366A,2021-06-01,郭喜玉,企业,H01R43/26; H05K5/02,,/CN/2021/1/79/images/202110397265.jpg,本发明公开了一种漏电紧急保护装置，涉及电力设备技术领域，包括用电器本体以及漏电保护器，用电器本体与漏电保护器连接，用电器本体以及漏电保护器均固定安装在保护框架内，保护框架内固定安装支板，用电器本体以及漏电保护器与支板固定连接，保护框架内底部设置驱动电机，驱动电机输出端固定连接转轴，当出现电路短路或漏电时，通过驱动电机反向转动带动插头与插孔分离，从而避免用电器本体表面带电造成人体触电，在螺母带动套筒向下移动的同时，转轴带动转轮转动，所述转轴通过推杆带动拉环一向上移动，弹性复位机构通过弹力作用推动密封板向下移动对用电器本体左端进行密封保护，避免人员触碰，有效提高了漏电保护效果。
351,CN112879980A,0,,实质审查,实质审查,发明公开,进风装置及油烟机,杭州老板电器股份有限公司,2021-04-13,F24C15/20,CN202110397428.4,CN112879980A,2021-06-01,任富佳; 陈建卫; 周海昕; 郑桐福; 余国成,企业,F24C15/20,,/CN/2021/1/79/images/202110397428.jpg,本发明提供一种进风装置及油烟机，涉及厨房电器技术领域，进风装置包括集烟罩和扩压板；集烟罩的底部设有进风口，进风口的边缘上具有朝向集烟罩内部延伸的第一延伸部，且第一延伸部朝向集烟罩的顶部弯折；扩压板设置在集烟罩内，扩压板的边缘上具有朝向集烟罩底部弯折的第二延伸部；第一延伸部与第二延伸部之间形成第一流道，第一流道与集烟罩的出风口连通。第一延伸部使集烟罩形成内凹结构，第二延伸部使扩压板形成凹形结构，内凹结构能够有效降低油烟扩散速度，将油烟拢在集烟罩的中间区域再向边缘区域流动，然后进入第一流道中，能够有利于集烟罩拢住油烟，降低油烟从集烟罩边缘区域逃逸的概率，提高油烟机的吸烟效果。
352,CN112864924A,0,,实质审查,实质审查,发明公开,一种抽屉式断路器的抽屉座传动装置,北京北元电器有限公司,2021-04-13,H02B11/173,CN202110392404.X,CN112864924A,2021-05-28,单保卫; 柳林强; 马玉明; 夏艳庆,企业,H02B11/173; H02B11/127,,/CN/2021/1/78/images/202110392404.jpg,本发明公开了一种抽屉式断路器的抽屉座传动装置，属于抽屉式断路器配件技术领域，包括驱动器和角板组件，驱动器包括与摇柄连接的主动螺栓以及设置在主动螺栓两侧的驱动螺栓，主动螺栓分别与驱动螺栓同步传动连接，驱动螺栓螺纹连接在角板组件上；将传统抽屉座传动装置中的单根传动螺栓改为由单根主动螺栓和两根驱动螺栓组成的同步传动机构，减小了驱动螺栓到两侧的驱动槽的力矩，从而减小了同步传动机构所受到的作用力，同时两根驱动螺栓能够分摊原本由单根传动螺栓所受到的作用力，进一步提高了本传动装置中的驱动螺栓的结构强度，有效的防止了驱动螺栓螺栓轴的变形以及螺纹的磨损，延长传动装置的使用寿命，进而延长抽屉式断路器的使用寿命。
353,CN112803559A,0,,实质审查,实质审查,发明公开,碳纤维复合材料结构电池装备的供电控制系统及方法,北京航空航天大学,2021-04-13,H02J7/00,CN202110391421.1,CN112803559A,2021-05-14,叶金蕊; 李世超; 孙涛,学校,H02J7/00; H01M10/44; H01M10/42,,/CN/2021/1/78/images/202110391421.jpg,本发明涉及一种碳纤维复合材料结构电池装备的供电控制系统及方法，该系统包括供电控制器、发电装置、用电负载和结构电池；供电控制器包括供电分流控制模块、配电输出控制模块和电池自动充放电控制模块；发电装置连接至供电分流控制模块，配电输出控制模块连接至用电负载；电池自动充放电控制模块与结构电池连接，用于通过电池采样电路获取相应的电池采样电压，并通过电池比较电路与预设的电池阈值信号进行比较；当满足放电条件时，放电控制电路与配电输出控制模块接通，结构电池向用电负载供电，当满足充电条件时，充电控制电路与供电分流控制模块接通，由发电装置对结构电池充电。本发明能够实现结构电池自动化充放电管理，减少人工维护成本。
354,CN112802713A,0,,实质审查,实质审查,发明公开,土豆机控制继电器,南京合信自动化有限公司,2021-04-13,H01H45/02,CN202110392454.8,CN112802713A,2021-05-14,殷敏,企业,H01H45/02; H01H45/14; F16F15/067,,/CN/2021/1/78/images/202110392454.jpg,本发明公开了土豆机控制继电器，包括框架、线圈、铁芯、衔铁、静触板和插针，所述框架内的底部固定有铁芯，所述铁芯上缠绕有线圈，所述框架内底部在铁芯两侧安装有滑杆，所述滑杆上设有滑动连接的滑板，所述滑杆上套有弹簧一，所述滑板中心安装有衔铁。本发明中，框架内的铁芯在线圈通电的情况，使得衔铁下降，从而带动连接板在滑槽内滑动且带动齿条推动齿轮转动，从而在转动柱的转动下使得限位槽二内支杆的触点二与两侧的触点一分离和贴合，且两侧的静触板顶部安装有绝缘的固定板，在静触板底部设有稳定柱，静触板贯穿稳定柱，且固定板两侧固定有弹簧二，避免因震动致继电器触点压力下降，从而使得触点可接触更加稳定。
355,CN213180673U,0,,有效专利,授权,实用新型,噪音试验台,潍坊通达齿轮箱有限责任公司,2021-04-13,G01M13/021,CN202120750353.9,CN213180673U,2021-05-11,王效忠; 沈志国; 黄建慧; 李纪国; 王常宝; 张术宝,企业,G01M13/021; G01M13/028,,/CN/2021/2/150/images/202120750353.jpg,本实用新型公开了噪音试验台，包括油箱，油箱上表面固定连接有两个箱体和两个电机支架，两个箱体均分别与油箱之间固定连接有一个进油管与一个出油管，两个箱体上表面固定连接有盖板，盖板上表面连接有电气控制箱，电气控制箱固定设置有油泵关按钮、油泵开按钮、运转时间继电器、电流表、电机开按钮、电机停按钮、充油时间继电器、信号灯、电脑显示屏、总停按钮和两个分贝仪，两个电机支架上表面均分别固定连接有一个电机，两个电机地输出端均分别连接有一组带轮，两组带轮均分别连接有皮带，两组带轮均分别连接有一个主轴，两个主轴均分别连接有一个齿轮、两个轴承和两个轴承端盖，两个齿轮均分别连接有一个工件。
356,CN113047973A,0,,公开,公开,发明公开,发动机控制方法、装置及车辆,北京汽车集团越野车有限公司,2021-04-12,F02D41/30,CN202110389660.3,CN113047973A,2021-06-29,王璋; 邵军; 石计红; 刘克,企业,F02D41/30; F02D41/12; F02D29/02,,/CN/2021/1/77/images/202110389660.jpg,本发明实施例提供一种发动机控制方法、装置及车辆，包括：在发动机制动的情况下，检测所述车辆内耗电电器开启时的负荷，所述发动机制动是指所述车辆处于收油门滑行，且不踩刹车的状态；在检测到所述负荷大于或等于第一阈值的情况下，生成对应的第一控制信号；利用所述第一控制信号控制所述发动机喷油。这样，可以实现车辆在发动机制动的情况下，发动机为抵消车内耗电电器的负荷依旧喷油，从而达到减少车辆制动感，提高驾驶感受的技术效果。
357,CN113028623A,0,,公开,公开,发明公开,风道挡风结构及具有其的空调器,珠海格力电器股份有限公司,2021-04-12,F24F13/14,CN202110391220.1,CN113028623A,2021-06-25,夏光辉; 郭自超; 王千千; 徐凤森; 何振健; 林金煌,企业,F24F13/14; F24F1/0007; F24F13/24,,/CN/2021/1/78/images/202110391220.jpg,本发明提供了一种风道挡风结构及具有其的空调器，风道挡风结构用于设置在空调器的风机的进风口与蒸发器之间，以控制风机的进风口和蒸发器之间的气流的通断，风道挡风结构包括：主挡板，主挡板位置可调节地设置，以处于用于遮挡风机的进风口与蒸发器的遮挡位置或用于避让风机的进风口和蒸发器的避让位置；辅助挡板，当主挡板处于避让位置时，辅助挡板遮挡在蒸发器和风机的出风口之间，通过风道挡风结构使得空调器在下出风时避免在风道上产生空腔，解决了现有技术中的空调器的噪音较大的问题。
358,CN113028582A,0,,公开,公开,发明公开,一种医院净化空调机房漏水报警及处理系统,山东大学第二医院,2021-04-12,F24F11/32,CN202110403178.0,CN113028582A,2021-06-25,王鲁,企业,F24F11/32; F24F11/89,,/CN/2021/1/80/images/202110403178.jpg,本发明公开了一种医院净化空调机房漏水报警及处理系统，包括预装板、电控箱、限位组件、安装板和调节组件，预装板一侧固定连接有固定板，固定板远离预装板的一侧开设有定位槽，定位槽内壁的一侧固定连接有第一弹簧，本发明结构紧凑，操作简单便捷，实用性强，通过设置的预装板配合限位组件进行使用，可以代替原有的螺栓安装方式对电控箱进行固定，从而方便电控箱的安装，通过电控箱可以将设备的控制元件集中在一起，从而方便进行管理，通过调节组件可以对电控箱内部的空间进行调节，从而提高电控箱的使用灵活性，通过中央处理器与无线信号收发器配合使用，可以对各个电子元件进行控制，从而方便管理员对净化空调机房内部的设备进行控制。
359,CN113028250A,0,,公开,公开,发明公开,一种显示屏推车,珠海市润星泰电器有限公司,2021-04-12,F16M11/42,CN202110389161.4,CN113028250A,2021-06-25,张莹; 王文涛; 霍袁; 任怀德,企业,F16M11/42; F16M11/04; F16M11/18; F16M11/10,,/CN/2021/1/77/images/202110389161.jpg,本发明公开了一种显示屏推车，包括：推车本体、升降悬停机构、导轨滑条和俯仰调节机构，升降悬停机构包括固定端和转动端，升降悬停机构的固定端与推车本体转动连接；俯仰调节机构上设置有水平滑轨，导轨滑条和水平滑轨滑动连接，升降悬停机构的转动端和导轨滑条转动连接，升降悬停机构绕固定端转动时，升降悬停机构的转动端作用于导轨滑条，导轨滑条沿水平滑轨水平滑动。本申请的显示屏推车适用于大尺寸、重量大的屏幕，可在任何时候即时调节显示屏的高度和俯仰角度，符合人体工学。调节显示屏的高度时，显示屏不发生水平位移轻松不费力，只有高低变化，支架水平重心不会移动，推车稳定性好。
